isbn;title;author_name;description;publish_date;cover_image_url
9789750856945;Türkçenin Sol Anahtarı;Hüseyin Ferhad ;"Hüseyin Ferhad, şiirin iç sorunlarını, gelenekle bağlarını irdelerken içinde yaşadığı şiir ortamını, kültürel çevreyi gözlemleri ve anılarıyla ortaya koyuyor. Şiirimizin son elli yılında öne çıkan tartışmaları, restleşmeleri, kendi kuşağının eğilimlerini özgün bir bakış açısıyla yorumluyor.
 
Behçet Necatigil, Seyhan Erözçelik, Gülten Akın, Birhan Keskin, Turgut Uyar, Lâle Müldür, Ahmet Telli, Ahmet Haşim, Cemal Süreya, İlhan Berk, Haydar Ergülen, Orhan Veli, Salih Bolat, Yahya Kemal, Ali Cengizkan, Nâzım Hikmet, Şeyh Galib, Azer Yaran, İsmet Özel, Metin Kaygalak, Asaf Hâlet Çelebi, Ahmet Erhan, küçük İskender, Gültekin Emre, Hilmi Yavuz, Yunus Emre, Özdemir İnce, Turgut Uyar gibi pek çok şair “Türkçenin Sol Anahtarı” nda geçit resmi yaparken Hüseyin Cöntürk, Nurullah Ataç, Memet Fuat, Ahmet Oktay, Enis Batur, Mehmet H. Doğan ve Cemil Meriç de görüşleriyle kortejde yer alıyor.
 
“Türkçenin Sol Anahtarı” Hüseyin Ferhad’ın dil ülkesinin, yaşadığı kentlerin (Antakya, Adana, Ankara, İstanbul) şiirsel topografyasını resmediyor.";14.04.2023;https://www.yapikrediyayinlari.com.tr/dosyalar/2023/04/turkcenin-sol-anahtari-500.jpg
9789750806674;Uyanışlar;Oliver Sacks;"Uyanışlar, 1920'lerde dünyanın çeşitli yerlerinde görülen ""uyku hastalığı"" salgınının kurbanı yirmi hastanın ve kırk yıl sonra, Doktor Sacks'ın gözetiminde aldıkları ""mucize ilaç"" L-DOPA sayesinde inanılmaz bir şekilde ""uyanmalarının"" hikâyesi. Etkileyici, cesaret dolu, hatta trajik uyanışlar bunlar.
1973'te yayımlanan Uyanışlar, daha sonra bir belgesele, radyo ve sahne oyunlarına ve başarılı bir filme konu oldu. Oliver Sacks bu kitapta ""uyanışlar""ın uyarlanma serüvenini de anlatıyor.

W.H. Auden'ın ""bir başyapıt""olarak nitelendirdiği Uyanışlar, Dorris Lessing'in dediği gibi ""nasıl bir bıçak sırtında yaşadığımızı anlamanızı sağlıyor.""";30.03.2016;https://www.yapikrediyayinlari.com.tr/dosyalar/2020/01/uyanislar_oliver-sacks.jpg
9789750845895;Uygarlıkların Batışı;Amin Maalouf ;"Uygarlıkların Batışı, doğup büyüdüğü Lübnan’ın çokkültürlülüğünden beslenen ve bunun önemini her zaman dile getiren Amin Maalouf’un Ölümcül Kimlikler ve Çivisi Çıkmış Dünya ile başladığı düşünce serüveninde en karamsar durak. Buzdağını gördüğü halde ilerlemeye devam eden insanlık gemisi için bir taziye.
 
Her ne kadar hâlâ süper güç olarak anılsa da ahlaki inandırıcılığını kaybetmekte olan Amerika; çağımızın en umut verici projelerinden biri olarak sınırları kaldırmayı amaçlayan, ancak bugün parçalanmanın eşiğine gelmiş Avrupa Birliği; umutsuzluğa kapılmış ve herkesin kendisinden nefret ettiği yanılsaması içinde dünyaya sırt çeviren
Arap-Müslüman âlemi; yeni süper güç olma yolunda silahlanma da dahil her alanda büyük adımlarla birbirleriyle yarışan Çin, Hindistan, Rusya...
 
Ve çağımızın yaşadığı muazzam teknolojik ilerlemenin büyüsü ardına saklanmış iklim felaketleri, etnik düşmanlıklar, kaybolmuş özgürlük hayali ve pusulasını yitirmiş insanlık.";12.11.2019;https://www.yapikrediyayinlari.com.tr/dosyalar/2019/10/uygarliklarin-batisi-kap.jpg
9789750853463;Uyuyamamak;Şiir Erkök Yılmaz ;"Uyuyamamak 1970’li yılların Ankarası’nda üniversiteli gençlerin kültürel ortamına, günlük yaşamına, gelişen toplumsal olaylar karşısındaki tutum ve davranışlarına ilişkin gözlemlere dayalı bir kitap. Öykülerdeki eğlenceli sahnelerin yer yer bir fars atmosferine bürünmesi; olayların bir film senaryosu gibi sağlam diyaloglarla ilerlemesi; insan ilişkilerinin bütün sıcaklığıyla gösterilmesi; gerçekçi anlatımın kaba mizahla ince alay arasında gidip gelmesi kitabın ayırıcı özellikleri.
 
Şiir Erkök Yılmaz’ın ikinci öykü kitabı Uyuyamamak, 1987 yılında çıkışından sonra ilk kez ayrı bir baskıyla okuruna ulaşıyor.
 
“Adama bir allahaısmarladık bile demeden ayrıldım kitapçıdan. Oysa bir ara onu o sıralar çok ünlü bir ozanımıza da benzetmiştim, ama siz o musunuz, diye sormadım, ya ‘Evet, ta kendisi ben oyum’ derse, ne derim, diye düşündüm.”";15.04.2022;https://www.yapikrediyayinlari.com.tr/dosyalar/2022/04/Uyuyamamak.jpg
9789750859557;Uzak Bir Ülke;Memduh Şevket Esendal ;"Uzak Bir Ülke’de yazarın çekmecesinde kalmış ve an­cak 1983’ten sonra kitaplarına alınmış öyküleri oku­yacaksınız. Bu tarihsiz öyküler bir araya getirilirken yazım ve anlatım biçimleri dikkate alındı, tematik ilişkilerine göre sıralandı. Kitabın adını Uzak Bir Ülke koyarak ve “Yurda Dönüş” öyküsüyle başlatarak Esen­dal’ın yaşamı boyunca çektiği yurt ve aile özleminin bir kitaba dönüşmesini istedik.
 
“Biraz sonra da kapının iç yanına, girerken solda, bir taş üs­tüne dikilmiş, ak boya ile boyanmış, sağlamca bir gönderin üst başındaki Türk bayrağını gördüm. Gönderin yuvarlak arşağı altında, havanın durgunluğundan, direk boyuna sü­zülmüş duruyordu.
Yaprakları sararmış, dökülmüş tepe dallarının hemen üs­tünde, bu narçiçeği al bayrağı görünce yüreğim çırpındı. İçimde tapmak isteği duydum. Nasıl da alıcı bir güzelliği var!.. Bu bağ, bu yerlere dökülmüş sarı ve vişne fidanları üstünde yanan al yapraklar, bu sessizlik bana dokundu. Ya­şadıkça duyulan türlü acılar, ağrılar, yürek sızıları, birikip kalmış üzüntüler sanki birden omuzlarımdan kalktı, içim­de bir sevinç belirdi.” (M. Ş. Esendal)";19.01.2024;https://www.yapikrediyayinlari.com.tr/dosyalar/2024/01/uzakbirulke.jpg
9789750849060;Uzak Değil;Eylem Ata Güleç ;"Günümüz öykücülerinden Eylem Ata Güleç’in ikinci kitabı Uzak Değil Yapı Kredi Yayınları’nda
Eylem Ata Güleç, önceki kitabı Boşlukta Büyüyen’de olduğu gibi, şiddetin, çatışmanın, gerilimin izlerini; kadınların, çocukların, yaşlıların günlük yaşamındaki olumsuz etkilerini ustalıkla öyküleştiriyor. Kitapta yer alan on üç öyküde yazar, hep canlı tutulan bir ateşin közlerinde dağlanmış yaşamları güçlü simgelerle, soyutlamalarla, yer yer de ironiyle yazınsal katlara taşıyor. Toplumsal gerçekler, siyasal olaylar, insani yıkımlar onun şefkatli kaleminde evrensel bir duyarlıkla insani bir boyut kazanıyor.
Uzak Değil, ateşi yüksek, sarsıcı, büyülü öykülerle yüklü.
 
“İçeriye girip silahımı aldım. Şimdi delikten onu gözlüyorum. Yeni filizlenen dut yaprakları arasından gofretleri yiyişini izliyorum. Birazdan vuracağım onu. Hemen yok olup olmayacağını, rüzgâr eserse kokup kokmayacağını merak ediyorum.”";12.02.2021;https://www.yapikrediyayinlari.com.tr/dosyalar/2025/01/uzak-degil-kap.jpg
9789750854446;Uzak Dağlar ve Hatıralar;Orhan Pamuk ;"Orhan Pamuk'un resimli ve özel hatıra defterlerinden seçmeler...
 
Orhan Pamuk, on dört yıldır her gün küçük not defterlerine notlar alıyor ve resimler yapıyor. Pamuk sayfalarda günlük hayatını, güncel gelişmeleri, duygularını, yazmakta olduğu romanların sorunlarını anlatıyor ve tartışıyor. Bazan roman kahramanlarıyla konuşuyor, bazan bir rüyasını ya da bir yolculuğu anlatıyor, bazan da manzara resmi ya da mutluluk hakkında fikir yürütüyor. Pamuk bir sayfadaki bir resme ya da yazıya üzerinden aylar hatta yıllar geçtikten sonra yeni renkler ve kelimeler de ekliyor. Böylece defter sayfaları yazılarla renklerin ve şekillerin iç içe geçtiği ve yeni mânâların araştırıldığı yoğun, zengin ve benzersiz resimli sayfalara dönüşüyor. Pamuk defterindeki binlerce sayfadan Uzak Dağlar ve Hatıralar adını verdiği bu seçkiyi düzenlerken, özel bir hatırası olan bir rüya üzerinden hayatını bütün açıklığıyla hem kelime hem de resim olarak ortaya koyuyor.
 
Bu kitap Pamuk'un okurlarınca bilinmeyen-günce tutan ressam yanını, günlük hayatını, şaşırtıcı hayallerini ve deneyimlerini okura ulaştıracak ve dünyaca ünlü yazarı bir insan olarak tanımamıza ışık tutacak.
 
""Orhan Pamuk'un çılgınlığında deha var.""
Umberto Eco";24.09.2022;https://www.yapikrediyayinlari.com.tr/dosyalar/2022/09/uzakdaglarvehatiralar_500.jpg
9789750823343;Uzak Tepeler;Kazuo Ishiguro ;"Japon asıllı İngiliz yazar Ishiguro, ilk romanı Uzak Tepeler’de büyük toplumsal dönüşümlerin bireyler üzerindeki yıkıcı etkisini, görev duygusu ile özgürlük arzusu arasındaki çatışmayı ve modern çağda kimlik arayışını ustalıkla anlatıyor.

İngiltere’de yalnız başına yaşayan yaşlı Japon kadını Etsuko’nun büyük kızı Keiko intihar eder. Kısa süre sonra Etsuko’nun küçük kızı Niki annesini ziyarete gelir ama anne kız arasındaki duygusal mesafe, Etsuko’nun anılarına gömülmesiyle daha da artar. İkinci Dünya Savaşı’nın bitişinden sonra ilk kocasıyla birlikte Nagazaki’de yaşayan Etsuko, o yıllarda komşusu Sachiko ve onun küçük kızı Mariko’yla kurduğu arkadaşlığı hatırlar. Bugünle ilgili bazı gerçekleri açıklayabilmek için, geçmişin bu dönemini gözden geçirmeye ihtiyacı vardır.";7.03.2022;https://www.yapikrediyayinlari.com.tr/dosyalar/2020/06/uzak_tepeler-3241.jpg
9789750803598;Uzaktan Aşk;Amin Maalouf ;"XII.yüzyılda, Akitanya'dayız... Soylu bir ozan, Jaufre Rudel, zevk ve eğlenceye doymuş, böylesi bir yaşam sürmekten bıkmış; uzak, arı ve sonsuz bir aşkı düşlüyor... Kusursuz, düşsel bir kadını anlatıyor dizelerinde. Ve günün birinde, denizler ötesinden gelen Gezgin, bu imgenin gerçekten yaşadığını haber veriyor ona. Çılgına dönen ozanın ""uzaktan aşk""ını arayışı böyle başlıyor.";14.01.2022;https://www.yapikrediyayinlari.com.tr/dosyalar/2020/06/Uzaktanask-3242.jpg
9789750807459;Üç Anadolu Efsanesi Köroğlu, Karacaoğlan, Alageyik;Yaşar Kemal ;"Halk söylencelerine, efsanelere duyduğu hayranlıkla Köroğlu, Karacaoğlun ve Alageyik efsanelerini kendine has tarzıyla kamele alan Yaşar Kema, anlatım gücünü besleyen bereketli topraklara olan vefa borcunu da Üç Anadolu Efsanesi ile öder.
""kilometrelerce yürüyüp, dağ bayır koşup ne kurtarırsa kardır kuralınc,a öne ağıtları, onra da türküleri, koşmaları, destanları, Çukurova'nın tüm uyaklı uyaksız söz çeşitlerini, tekerlemelerini, küfürlerini avlıyordu. Folklor derlemesi filan değildi, bu iş hayat memat işiydi, özbeöz malını kurtarıyordu. Çukurova'nın, sorumluydu kurda kuşa karşı, şaka değil.""";22.07.2022;https://www.yapikrediyayinlari.com.tr/dosyalar/2017/03/uc-anadolu-efsanesi-kap..jpg
9789753639972;Üç Damla Kan;Sadık Hidayet ;İran edebiyatında modernizmin öncüsü Sâdık Hidâyet'ten, Kafka'nınki gibi karanlık, karabasanlı öyküler…;21.02.2019;https://www.yapikrediyayinlari.com.tr/dosyalar/2017/03/Uc_Damla_Kan.jpg
9789750842337;Üç Hikaye;Nikolay Vasilievich Gogol;"YKY, ilk kez 1945 yılında Milli Eğitim Bakanlığı tarafından Rus klasikleri arasında yayımlanan üç ünlü Gogol hikâyesini yeniden okurlarla buluşturuyor.
“25 Mart’ta Petersburg’da son derece tuhaf bir hadise oldu” cümlesiyle açılan “Burun”, kaybolan burnunun peşinden Petersburg sokaklarını arşınlayan bir adamın hikâyesi, absürd bir başyapıt. “Fayton”, bir süvari alayının gelişinin değiştirdiği bir kasabada yaşananları konu edinen bir hiciv. Bugün okurlar tarafından “Palto” adıyla bilinen ve pek çok yazarı etkilemiş olan “Kaput”ta ise, küçük memur Akakiy Akakiyeviç’in hem komik hem hüzünlü hikâyesine tanık oluyoruz.  
Üç Hikâye’deki çevirilerde, Tercüme Bürosu’nun emektar Rusça çevirmeni Erol Güney’in yanı sıra Orhan Veli’nin de imzası var. Aradan geçen onca yıla rağmen akıcı ve canlı kalmış bu çeviriler sayesinde Gogol’ün kahramanları sular seller gibi Türkçe konuşuyor!";29.03.2019;https://www.yapikrediyayinlari.com.tr/dosyalar/2018/05/uc-hikaye.jpg
9789750810138;Typee Polinezya Hayatına Bir Bakış;Herman Melville ;"Dünya edebiyatının en önemli isimlerinden Herman Melville'in ilk kitabı Typee Türkçede...
Heyecanlı bir macera, coğrafyası ve kültürüyle Güney Pasifik hakkında merak ettikleriniz ve beyazların dünyanın çeşitli bölgelerindeki barbarlara demokrasi götürme, uygarlık öğretme operasyonları...
Moby Dick'in yazarından çok katmanlı ve farklı okumalara açık, etkileyici bir kişisel anlatı.";16.10.2019;https://www.yapikrediyayinlari.com.tr/dosyalar/2019/12/typee-melville-kap.jpg
9789750850790;Ucuzayiyenler;Thomas Bernhard ;"Bağımsız bir bilim insanı olan Koller, on altı yıl önce Viyana’da Türkenschanz Parkı’nda bir köpeğin ısırması sonucu sol bacağını kaybetmiş ve o günden itibaren fizyonomi üstüne bilimsel çalışmasına odaklanmıştır. Koller fizyonomi incelemesini yıllarca kusursuz bir tasarı halinde kafasının içinde taşır. Yürüyüşe çıktığı bir gün bir tür aydınlanma ânı yaşar. Tasarladığı bilimsel incelemenin ilk dört bölümünü, sol bacağını kaybetme olayını yaşamadan kısa bir süre önce Viyana Açık Mutfağı’nda (VAM) tanıştığı dört “Ucuzayiyen”in fizyonomileri üstüne araştırmasına ayırmaya karar verir. Eklemeyi kesinleştirdiği beşinci bölümse kendi fizyonomisine ilişkin olacaktır.
 
Koller’in UCUZAYİYENLER adını verdiği delice bilimsel tasarısı gerçekleşebilecek midir? Tesadüfler gerçekten tesadüf müdür?
 
 
Ucuzayiyenler, hem trajedi hem fars niteliğinde, tersinin yüzüyle çarpıştığı bir anlatı. Hayatın saçma oluşundan ne azı ne fazlası.
 
 
Bernhard'ı belli bir ölçüde Canetti'nin yanı sıra kesinlikle Karl Kraus ve Nikolay Gogol gibi figürlerle, bu büyük oruç vaizleriyle ilişkilendiriyorum. Ve zaten öyleydi: Bernhard bir oruç vaiziydi. Ne zaman onu düşünsem bir kilise kürsüsünde görür gibi oluyorum. Pazar cemaatini nefes alamayacak noktaya getirene kadar, deyim yerindeyse hırpalarken. Zaten onun rolü de buydu, öyle değil mi? Bu, Avusturya geleneğinde çok tipik bir unsurdur, 17. yüzyılın Dominikan vaizinin amacı cemaate tövbe ettirmektir; Bernhard işte bunun üstesinden geldi.  
W. G. Sebald";8.07.2021;https://www.yapikrediyayinlari.com.tr/dosyalar/2017/05/Ucuzayiyenler-1.jpg
9789753631488;Ulysses;James Joyce;"James Joyce’un modern epiği Ulysses tek bir günde, 16 Haziran 1904’te Dublin’de geçer ve reklam ajanı Leopold Bloom, yazar olma düşleri kuran Stephen Dedalus ve Leopold’un karısı Molly’nin başından geçenleri anlatır. Bu üç karakterin düşünceleri, hayalleri ve şehir içindeki hareketleri üzerine kurulan roman, bir yanıyla yenilikçi, iddialı bir modernist deney, öbür yanıyla gündelik hayatın ayrıntılarına merakla eğilen gerçekçi bir yapıttır.
 
 
20. yüzyıla damgasını vuran, şaşırtıcılığını ve zenginliğini hâlâ koruyan Ulysses pek çok yazarı etkiledi, sayısız incelemeye konu oldu. Nevzat Erkmen’in ilk kez 1996 yılında yayımlanan çevirisi, Türkçenin Ulysses’i bütün karmaşıklığıyla kucaklayabileceğini gösteren, daha önce girişilmemiş büyük bir çabanın ürünüdür.
 
 
Tartışmalı, çetin, eğlenceli, sınırsız, vazgeçilmez: Ulysses yayımlandığı günden bu yana dünya edebiyatının zirvelerinden biri. Dublin’e, hayata, gizli iç dünyalara dair bir anıt-roman.
 
 
Ulysses’i çağımızın en önemli ifadesi sayıyorum; hepimizin borçlu olduğu ve hiçbiri­mizin kaçamayacağı bir kitap.
T. S. Eliot
 
Ulysses yepyeni bir şey; gözün gördüğü veya kulağın işittiği değil, başıboş zihnin anbean düşünüp hayal ettikleri var burada. Yoğunluk söz konusu olduğunda Joyce kesinlikle zamanımızın bütün romancılarını geride bırakıyor.
W. B. Yates";1.08.2023;https://www.yapikrediyayinlari.com.tr/dosyalar/2017/03/ulysses.jpg
9789750850714;Ungenach;Thomas Bernhard ;"Ungenach, Thomas Bernhard’ın Avusturya’nın suçlu belleğine ilişkin saptamalarını başlatan kitabıdır; anlatının tümü “aidiyet travması” çevresinde gelişir. Ülke dışında yaşayan Avusturyalı bir akademisyen, büyük bir mirasın vârisi, bu mirası akrabalarına “bölüştürerek” ondan bir an önce kurtulmak ister.

Genç adam miras meselesini halletmek için memlekete dönüp de geçmişle yüz yüze gelince, geçmişin karşısına çıkardığı sorulara verilecek yanıtların hepsine katlanması gerektiğini görecektir. Anlatıcı, üç sese de katlanmalıdır; Noter Moro’nun delicesine otoriter sesine de, kardeşi Karl’ın mektuplarının melankolisine de, Ungenach malikânesi ve arazisi dolayısıyla Avusturya ile tüm bağlarını koparmak isteyen kendi iç sesine de…

Thomas Bernhard Ungenach’ta, istenmeyen bir mirası sırtından atma temasını, dolayısıyla gelenekten kopuşu ele alıyor, 1945’ten sonra Avusturya denen “ev’’de artık eskisi kadar rahat yaşanamayacağı meselesiyle yüzleşiyor.";30.01.2018;https://www.yapikrediyayinlari.com.tr/dosyalar/2017/03/Ungenach.jpg
9789750862984;Unutulan Yurttaş;Zehra Tırıl;"Zehra Tırıl, Odalarda Annem Yok, Pembe Gecelikli Kız, Kapıların Kışında adlı öykü kitaplarına Unutulan Yurttaş ile bir yenisini ekliyor.
Unutulan Yurttaş’taki on öykü yaşadığımız günlerin izleriyle dolu: Salgın ve HES dönemi, politik gelişmeler, hayatımıza giren kare kodlar, evlilik süreçleri, geçim sıkıntıları, yaşlılık ve hastalık kederleri, geleneksel inanış ve davranışlarla sarılıp sarmalanmış yaşam biçimleri, hayatın boşluklarını dolduran şeylerin saçmalığı, geçen zamanın dalgalanmaları, dostluklar, yalnızlıklar, savruluşlar ve kaçışlar.
 
Bardaktaki suyu içti. Işığı söndürdü. Televizyonu kapattı. Pencerenin kalın perdesini açtı. Tül perdeden süzülen ışık halıya pencerenin demir parmaklıklı gölgesini düşürdü. Halıdaki demir parmaklıklarda rastgele adımlar attı. Gölgesi donuk ışıkta eğiliyor, bükülüyordu; kâh kolsuz kâh ayaksız kâh başsız. Ansızın sanki pencereden üstüne, gölgesine, evine yasaklar, günahlar yağdı. Kolunun tek hareketiyle ışık sızmamacasına kalın perdeyi kapattı; uçlarını bastırdı. Dizlerinin üstüne düştü. Hıçkırıyordu.";3.05.2024;https://www.yapikrediyayinlari.com.tr/dosyalar/2024/04/unutulan-yurttas-kap.png
9789750807428;Ustadır Arı;Yaşar Kemal;Ustadır Arı, Ağacın Çürüğü, Baldaki Tuz ve Zulmün Artsın Yaşar Kemal'in gazetelerde, dergilerde yayınlanmış toplumcu ve gerçekçi bir bakış açısıyla kaleme aldığı yazılarından ve konuşmalarından derlenmiştir. Onun düşünce ve yazarlık serüvenine tanıklık eden bu yazılar halkın yıllardın içine sürüklendiği karanlığın belgeleridir.;15.01.2019;https://www.yapikrediyayinlari.com.tr/dosyalar/2017/03/Ustadir-ari-3169.jpg
9789750859564;Ustam Diyorum Öldü;Makbule Aras Eivazi ;"Sen bu şehirde ömrün boyunca hiç öğrenmediklerini öğrendin. Hayatın; caddede, sokakta, ev içlerinde değil hikâyelerde attığını öğrendin. Dudak büktüğün hikâyeler, seni çekip aldılar kendi gökleri altına. Sen bu şehirden çok, bu şehrin hikâyelerinde gezindin, onları sevdin. Zamansızlığı sevdin sen, hikâyeler zamansızdı. O zamansız evren, kaygıdan uzaktı. Oysa sen hep gerçekten ve kaygıdan ibarettin bundan önce. Ben sahi neydim buradan önce. Gerçeğe demirlemiş bir gemi mi? Hayır değil, ben hiç gemi olmadım, hiç yol almadım bundan önce.
 
Makbule Aras Eyvazi ikinci öykü kitabı Ustam Diyorum Öldü’deki her öyküde başka anlatım yollarının peşine düşerek yeni iklimler yaratıyor. Gizlenen, anlatılmayan, söylenmeyenler için bulduğu yeni kelimelerle yoldaşlığı, dostluğu, sevgiyi birbirine bağlanan ya da birbirinden ayrılan yollar üzerinden tarif ediyor. Bugünün insanlarını bugünün mekânlarında, geçmişin izleriyle anlatıyor.";19.01.2024;https://www.yapikrediyayinlari.com.tr/dosyalar/2024/01/ustam-diyorum-oldu-kap.jpg
9789750807305;Yağmurcuk Kuşu / Kimsecik 1;Yaşar Kemal ;"Kimsecik, ""dağları bekleyen"" korkunun yıkıcı gücünün, üç kitaplık dev efsanesidir. Korku insanın benliğini parçalarken, bu insanlık durumundan büyük bir trajedi doğar. Ama çocuklar korkuya yenik düşmez, üstüne yürürler.

Üçlünün ilk kitabı Yağmurculuk Kuşu bir cinayetin yarattığı korkuyla şekillenir. Roman katliamların nedenleri ile sonuçları arasındaki ürpertici ilişkiyi açığa çıkarırken, bir yanıyla da bir köy çocuğunun masum ve cusur dünyasının nasıl belirlediğini ortaya koyar.";8.02.2019;https://www.yapikrediyayinlari.com.tr/dosyalar/2020/03/Yagmurcuk-kusu-4274.jpg
9789750830341;Yağmurla Gelen;Yaşar Kemal ;"Çocuk gözleri neler neler biriktirir şu hayatta?
Yaşar Kemal’den: Yağmurla Gelen.
Yağmurla Gelen, açlığın, kimsesizliğin, korkunun, kâbusların koynundan çıkmanın, direnmenin, inat etmenin, sokakların diliyle yoğrulan bir çocuğun hayatını anlatıyor... Dünyaya bir kez Muhterem Yoğuntaş’ın gözlerinden baktıktan sonra, o dünya bir daha asla eskisi gibi olmayacak...

Yağmurla Gelen, Türkiye edebiyatının büyük ustası Yaşar Kemal’den hayata tutunmak, kök salmak isteyen bir çocuğun, Muhterem Yoğuntaş’ın belleklerden silinmeyecek hikâyesi... Daha önce, Çocuklar İnsandır kitabında yayımlanan bu hikâye, şimdi de YKY’nin Doğan Kardeş dizisinden Mustafa Delioğlu’nun resimleriyle yayımlanıyor.";3.04.2019;https://www.yapikrediyayinlari.com.tr/dosyalar/2020/03/yagmurla-gelen-5157.jpg
9789750803291;Yakalanan Zaman / Kayıp Zamanın İzinde;Marcel Proust;"Yakalanan Zaman’ın önemli yanı, romanın estetik bir boyutla taçlandırılmasıdır. Yılların akışı sırasında çevresindeki kibarlar dünyası, aşk dünyası, sanat dünyasını yorumlayarak hakikati öğrenmeye çalışan anlatıcı, yazımını yıllardır ertelediği, yazamayacağına karar verdiği kitabını artık yaratma aşamasına gelmiştir.
 
Proust’un “Kayıp Zamanın İzinde” attığı son adım.
 
 
Kayıp Zamanın İzinde hem komik romandır hem trajik roman, hem serüven romanıdır hem şiirsel roman, hem düşlerin romanıdır hem de imgeler romanı...
 
 
“Böyle bir kitabı yazmayı başaran kişi ne kadar mutlu olurdu! O kitabı yazmak ne büyük emek gerektirirdi! Bir fikir verebilmek için, en yüce, birbirinden en farklı sanatlarla karşılaştırma yapmak yerinde olur; çünkü böyle bir kitaptaki karakterlere hacim kazandırabilmek için her birinin farklı yönlerini göstermek zorunda olan yazarın, kitabını titizlikle, birliklerini sürekli yeniden gruplandırarak, tıpkı bir saldırı gibi hazırlaması, bir yorgunluk gibi ona tahammül etmesi, bir kural gibi kabullenmesi, bir kilise gibi inşa etmesi, bir perhiz gibi ona uyması, bir engel gibi aşması, bir dostluk gibi fethetmesi, bir çocuk gibi aşırı beslemesi, bir âlem gibi yaratması ve üstelik, açıklaması muhtemelen ancak başka âlemlerde bulunabilecek, önsezisi bizi hayatta ve sanatta en çok duygulandıran şey olan o muammaları da göz ardı etmemesi gerekir…”";23.05.2022;https://www.yapikrediyayinlari.com.tr/dosyalar/2020/04/Yakalanan_Zaman.jpg
9789750817502;Yalan Sureleri;Filiz Özdem ;"Filiz Özdem’in Korku Benim Sahibim ve Düş Hırkası ile başlayan “Veda Üçlemesi”nin son kitabı: Yalan Sureleri... Romanda beş kuşak kadın üzerinden anlatılan hikâyelerde ölüm, hayat, beden, bellek ve yazı bütün olayları ve kişileri en genç halkada birbirine bağlıyor.

Yalan Sureleri, yitirilmiş bir beni başkalarında parça parça bulmaya çalışan benliğin parçalanış tarihi. Kırılmış bir aynanın parçalarının üstündeki silinmemiş görüntüyü bir kez daha görebilmek için bir araya getirmeye çalışan Gözde, parmaklarını kanatan bir yapboz oyununu sürdürüyor. İşte bu yüzden kendi parçalarını bir arada tutan beden, ruhun etten mezarı sadece. Yalan Sureleri’nde “içimizin karatahtasına yazılan, kimsenin okuyamayacağı, kendimizin bile çoğunu unuttuğu ne çok cümle var.”

Romanlarını “kaybetme” kavramı odağında yazan Filiz Özdem “Veda Üçlemesi”nin son halkası Yalan Sureleri’nde, kaybetmenin insan yaşamında yüklendiği anlamların bütün dehlizlerine girme cesaretini göstererek, yitip gidenin zengin yazınsal arkaplanını ve rüyaların sarmal yapısını da kurmacaya dahil ediyor; zamanı ve coğrafyası belirli, gerçek zamanlı bir anlatı dili kullanıyor. Herkesin kendi trajedisini yaşadığı bir dünyada, yazar öteki’nin trajedisini kaleme alırken belleğin diline yaslanıyor. Trajik olan, yazılanın yüzeyinde beliriyor.

“Bilmiyorum, belki de kendi batık kadırgasında kayıp bir yeraltı ülkesi varlığıydım. Ufkunda yalnızca sonsuz göğün görüldüğü bir kayalığa tırmanmıştım suyun karanlık diplerinden. Doymak bilmeyen hayalî korsanlara açıyordum kırık dökük gövdemi. Bedenimde sarı tırtıllar yürüyordu. Suyun parlak yüzeyine bakıp duruyordum. ‘Söyle bana,’ diyordum suretime, konuşmayı unutan kısık, yabani sesimle, ‘hangimiz daha yalnızız?’”";5.03.2010;https://www.yapikrediyayinlari.com.tr/dosyalar/2021/06/yalansureleri-kap.jpg
